timestamp,latitude,longitude,x,y,z
2025-10-11T02:04:01.998Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:02.998Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:03.998Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:04.998Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:05.998Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:06.998Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:07.997Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:08.997Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:09.997Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:10.997Z,35.25715731855349,137.13306306763934,-3057.0,-82411.0,209.6999969482422
2025-10-11T02:04:11.997Z,35.25715252426687,137.13305868200476,-3058.0,-82411.0,209.6999969482422
2025-10-11T02:04:12.997Z,35.25715252426687,137.13305868200476,-3058.0,-82411.0,209.6999969482422
2025-10-11T02:04:13.997Z,35.25714578664114,137.1330790759984,-3056.0,-82412.0,209.6999969482422
2025-10-11T02:04:14.997Z,35.257139998983035,137.13311215602076,-3053.0,-82413.0,209.1999969482422
2025-10-11T02:04:15.997Z,35.25712928786841,137.13317216586466,-3047.0,-82414.0,209.1999969482422
2025-10-11T02:04:16.997Z,35.25711902333252,137.13323284245803,-3042.0,-82415.0,209.39999389648438
2025-10-11T02:04:17.999Z,35.2571037717835,137.1333239231861,-3033.0,-82417.0,207.89999389648438
2025-10-11T02:04:18.999Z,35.25708579400036,137.13343518282096,-3023.0,-82419.0,207.89999389648438
2025-10-11T02:04:19.999Z,35.257068573060536,137.13354697823237,-3013.0,-82421.0,208.10000610351562
2025-10-11T02:04:20.999Z,35.2570498312408,137.13366467438811,-3002.0,-82423.0,208.39999389648438
2025-10-11T02:04:21.999Z,35.257031467114615,137.1337812271979,-2992.0,-82425.0,204.60000610351562
2025-10-11T02:04:22.999Z,35.257010412433,137.13391497135066,-2980.0,-82427.0,203.0
2025-10-11T02:04:23.999Z,35.25698790142931,137.13405369050466,-2967.0,-82430.0,198.5
2025-10-11T02:04:24.999Z,35.25696152716674,137.13419498114106,-2954.0,-82432.0,198.6999969482422
2025-10-11T02:04:25.999Z,35.25693042543023,137.13434163885532,-2941.0,-82436.0,199.39999389648438
2025-10-11T02:04:26.999Z,35.25689978346382,137.13449798111148,-2927.0,-82439.0,193.10000610351562
2025-10-11T02:04:27.999Z,35.25687203822016,137.13465345202803,-2912.0,-82442.0,194.8000030517578
2025-10-11T02:04:28.999Z,35.25684620669311,137.13481103641683,-2898.0,-82445.0,192.39999389648438
2025-10-11T02:04:29.999Z,35.25682048229616,137.1349764990357,-2883.0,-82448.0,190.89999389648438
2025-10-11T02:04:30.999Z,35.25679593850323,137.13514198281788,-2868.0,-82451.0,189.89999389648438
2025-10-11T02:04:31.999Z,35.25677043601551,137.1353074223565,-2853.0,-82454.0,189.3000030517578
2025-10-11T02:04:32.999Z,35.25674612735023,137.13547259172347,-2838.0,-82456.0,187.0
2025-10-11T02:04:33.999Z,35.25672141404359,137.13564402257649,-2822.0,-82459.0,185.6999969482422
2025-10-11T02:04:34.999Z,35.25669967695056,137.13581406230384,-2807.0,-82462.0,183.6999969482422
2025-10-11T02:04:35.999Z,35.25667742936512,137.13598006523557,-2792.0,-82464.0,183.6999969482422
2025-10-11T02:04:36.999Z,35.25665405129505,137.13613536307307,-2778.0,-82467.0,182.5
2025-10-11T02:04:37.999Z,35.256620499381384,137.13628706283114,-2764.0,-82470.0,182.3000030517578
2025-10-11T02:04:38.999Z,35.256586275073964,137.1364375660079,-2750.0,-82474.0,182.5
2025-10-11T02:04:39.999Z,35.256562222024776,137.13658250565706,-2737.0,-82477.0,182.89999389648438
2025-10-11T02:04:40.999Z,35.256546257738435,137.13671283677385,-2725.0,-82479.0,183.10000610351562
2025-10-11T02:04:41.999Z,35.25653332031533,137.13682052294163,-2715.0,-82480.0,183.3000030517578
2025-10-11T02:04:42.999Z,35.25651742748832,137.13689943960148,-2708.0,-82482.0,183.6999969482422
2025-10-11T02:04:43.999Z,35.256480438274785,137.13695389077387,-2703.0,-82486.0,183.6999969482422
2025-10-11T02:04:44.999Z,35.256421451206954,137.13698636439264,-2700.0,-82492.0,183.60000610351562
2025-10-11T02:04:45.999Z,35.256297539757206,137.13693723496786,-2705.0,-82506.0,183.39999389648438
2025-10-11T02:04:46.999Z,35.25619156004131,137.13688287097858,-2710.0,-82518.0,183.10000610351562
2025-10-11T02:04:47.999Z,35.25607347060284,137.13681375922087,-2716.0,-82531.0,183.0
2025-10-11T02:04:48.999Z,35.2559530384951,137.1367461069041,-2722.0,-82544.0,182.60000610351562
2025-10-11T02:04:49.999Z,35.2558379890807,137.1366855837178,-2728.0,-82557.0,182.5
2025-10-11T02:04:50.999Z,35.25572025073313,137.13662304472874,-2733.0,-82570.0,182.10000610351562
2025-10-11T02:04:51.999Z,35.25560741031168,137.1365575136461,-2739.0,-82583.0,181.89999389648438
2025-10-11T02:04:52.999Z,35.25549359241273,137.1364842957737,-2746.0,-82595.0,181.3000030517578
2025-10-11T02:04:53.999Z,35.25536307085257,137.13641525937706,-2752.0,-82610.0,180.89999389648438
2025-10-11T02:04:54.999Z,35.25522891808477,137.1363623998256,-2757.0,-82625.0,180.8000030517578
2025-10-11T02:04:55.999Z,35.25510085573927,137.13631610240176,-2761.0,-82639.0,180.5
2025-10-11T02:04:56.999Z,35.254970745989795,137.1362751181523,-2765.0,-82653.0,180.60000610351562
2025-10-11T02:04:57.999Z,35.25483961103591,137.1362439975711,-2768.0,-82668.0,180.1999969482422
2025-10-11T02:04:58.999Z,35.25471159376588,137.1362223896402,-2770.0,-82682.0,179.3000030517578
2025-10-11T02:04:59.999Z,35.254588564230446,137.13620323300364,-2772.0,-82696.0,177.8000030517578
2025-10-11T02:05:00.999Z,35.25447170001086,137.13618657131067,-2773.0,-82709.0,177.89999389648438
2025-10-11T02:05:01.999Z,35.25435946843165,137.13616869386632,-2775.0,-82721.0,180.0
