timestamp,latitude,longitude
2026-01-23T23:03:13.864Z,35.3559649,136.9740427
2026-01-23T23:03:15.640Z,35.355865,136.9739117
2026-01-23T23:03:16.140Z,35.3558583,136.9740017
2026-01-23T23:03:17.141Z,35.355945,136.97429
2026-01-23T23:03:18.141Z,35.3560117,136.9744633
2026-01-23T23:03:19.140Z,35.3560283,136.974565
2026-01-23T23:03:20.141Z,35.3560567,136.9746883
2026-01-23T23:03:21.140Z,35.3560933,136.9748167
2026-01-23T23:03:22.141Z,35.3561133,136.974955
2026-01-23T23:03:23.140Z,35.3561467,136.9751083
2026-01-23T23:03:24.140Z,35.3562317,136.975315
2026-01-23T23:03:25.441Z,35.3562683,136.9755233
2026-01-23T23:03:26.442Z,35.3562967,136.9756783
2026-01-23T23:03:27.441Z,35.356325,136.9758283
2026-01-23T23:03:28.441Z,35.3563683,136.975955
2026-01-23T23:03:29.441Z,35.3564283,136.9760667
2026-01-23T23:03:30.441Z,35.35651,136.97615
2026-01-23T23:03:31.441Z,35.35661,136.9762233
2026-01-23T23:03:32.441Z,35.3567067,136.976275
2026-01-23T23:03:33.442Z,35.3568117,136.9763067
2026-01-23T23:03:34.441Z,35.35693,136.976325
2026-01-23T23:03:35.441Z,35.3570383,136.97632
2026-01-23T23:03:36.441Z,35.357155,136.9763283
2026-01-23T23:03:37.442Z,35.35726,136.9763317
2026-01-23T23:03:38.441Z,35.3573633,136.9763417
2026-01-23T23:03:39.441Z,35.3574683,136.9763483
2026-01-23T23:03:40.441Z,35.3575667,136.9763517
2026-01-23T23:03:41.441Z,35.3576583,136.9763533
2026-01-23T23:03:42.442Z,35.3577383,136.9763667
2026-01-23T23:03:43.441Z,35.3578217,136.9763967
2026-01-23T23:03:44.442Z,35.3578767,136.97645
2026-01-23T23:03:45.442Z,35.3579183,136.9765333
2026-01-23T23:03:46.441Z,35.35795,136.976635
2026-01-23T23:03:47.442Z,35.357975,136.9767533
2026-01-23T23:03:48.441Z,35.358005,136.97689
2026-01-23T23:03:49.441Z,35.3580483,136.9770467
2026-01-23T23:03:50.441Z,35.3580933,136.977215
2026-01-23T23:03:51.442Z,35.35814,136.97738
2026-01-23T23:03:52.441Z,35.3581933,136.9775517
2026-01-23T23:03:53.442Z,35.3582467,136.977725
2026-01-23T23:03:54.442Z,35.358305,136.9779183
2026-01-23T23:03:55.441Z,35.35836,136.978115
2026-01-23T23:03:56.441Z,35.3584067,136.9782967
2026-01-23T23:03:57.441Z,35.3584617,136.978475
2026-01-23T23:03:58.441Z,35.3585283,136.9786567
2026-01-23T23:03:59.442Z,35.35861,136.9788383
2026-01-23T23:04:00.441Z,35.358695,136.979
2026-01-23T23:04:01.442Z,35.3588067,136.9791367
